acteur_id,nom,prenom,civilite,trigramme,date_naissance,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,an_legislatures,senat_active
PA719272,Meunier,Frédérique,Mme,FME,1960-12-08,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Corrèze,Avocate,https://www.hatvp.fr/pages_nominatives/meunier-frederique-6851,17,False
PA719286,Colombani,Paul-André,M.,PCO,1967-08-17,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Corse-du-Sud,Médecin,https://www.hatvp.fr/pages_nominatives/colombani-paul-andre,17,False
PA719338,Melchior,Graziella,Mme,GML,1960-04-06,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Finistère,Professeure agrégée,https://www.hatvp.fr/pages_nominatives/melchior-graziella,17,False
PA719372,Kasbarian,Guillaume,M.,GKA,1987-02-28,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Eure-et-Loir,Consultant en stratégie d'entreprise,https://www.hatvp.fr/pages_nominatives/kasbarian-guillaume,17,False
PA719388,Le Meur,Annaïg,Mme,ALM,1973-04-29,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Finistère,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/le-meur-annaig,17,False
PA719404,Le Gac,Didier,M.,DGA,1965-07-19,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Finistère,Profession rattachée à l'enseignement,https://www.hatvp.fr/pages_nominatives/le-gac-didier-5234,17,False
PA719412,Le Feur,Sandrine,Mme,SFE,1991-03-18,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Finistère,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/le-feur-sandrine,17,False
PA719436,Meizonnet,Nicolas,M.,NME,1983-12-22,PO845401,RN,Rassemblement National,RN,#313567,,2,Gard,Ingénieur en informatique,https://www.hatvp.fr/pages_nominatives/meizonnet-nicolas-17348,17,False
PA719472,Cazeneuve,Jean-René,M.,JCZ,1958-06-09,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Gers,Ingénieur,https://www.hatvp.fr/pages_nominatives/cazeneuve-jean-rene,17,False
PA719512,Vignon,Corinne,Mme,CVI,1963-06-10,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Haute-Garonne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/vignon-corinne,17,False
PA719528,Portarrieu,Jean-François,M.,JPR,1965-10-14,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Haute-Garonne,Journaliste,https://www.hatvp.fr/pages_nominatives/portarrieu-jean-francois,17,False
PA719550,Tanguy,Liliana,Mme,LTA,1967-03-12,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,7,Finistère,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/tanguy-liliana,17,False
PA719558,Balanant,Erwan,M.,EBA,1971-02-21,PO845454,DEM,Les Démocrates,Dem,#F07E26,,8,Finistère,Photographe et réalisateur,https://www.hatvp.fr/pages_nominatives/balanant-erwan,17,False
PA719578,Prud'homme,Loïc,M.,LPR,1969-08-19,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Gironde,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/prud-homme-loic,17,False
PA719632,Panonacle,Sophie,Mme,SPA,1968-12-16,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/panonacle-sophie,17,False
PA719640,Mette,Sophie,Mme,SMT,1959-09-13,PO845454,DEM,Les Démocrates,Dem,#F07E26,,9,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/mette-sophie,17,False
PA719756,Le Nabour,Christine,Mme,CLN,1964-10-28,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Ille-et-Vilaine,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/le-nabour-christine,17,False
PA719778,Jolivet,François,M.,FJO,1966-03-21,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Indre,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/jolivet-francois,17,False
PA719798,Labaronne,Daniel,M.,DLA,1955-07-16,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Indre-et-Loire,Retraité de l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/labaronne-daniel,17,False
PA719822,Thillaye,Sabine,Mme,STH,1959-05-18,PO845454,DEM,Les Démocrates,Dem,#F07E26,,5,Indre-et-Loire,Ancien Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/thillaye-sabine,17,False
PA719890,Brulebois,Danielle,Mme,DBR,1947-07-04,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Jura,Retraitée de l'enseignement,https://www.hatvp.fr/pages_nominatives/brulebois-danielle,17,False
PA719914,Darrieussecq,Geneviève,Mme,GDI,1956-03-04,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Landes,médecin,https://www.hatvp.fr/pages_nominatives/darrieussecq-genevieve,17,False
PA719922,Causse,Lionel,M.,LCU,1971-05-06,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Landes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/causse-lionel,17,False
PA719930,Vallaud,Boris,M.,BVA,1975-07-25,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Landes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vallaud-boris,17,False
PA719938,Fesneau,Marc,M.,MFE,1971-01-11,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Loir-et-Cher,Ministre,https://www.hatvp.fr/pages_nominatives/fesneau-marc,17,False
PA719968,Bonnet,Sylvie,Mme,SBN,1969-12-21,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Loire,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bonnet-sylvie-26241,17,False
PA720022,Lauzzana,Michel,M.,MLZ,1957-03-20,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Lot-et-Garonne,Médecin,https://www.hatvp.fr/pages_nominatives/lauzzana-michel,17,False
PA720038,Josso,Sandrine,Mme,SJO,1975-09-19,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Loire-Atlantique,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/josso-sandrine,17,False
PA720092,Ramos,Richard,M.,RRA,1968-03-23,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Loiret,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/ramos-richard,17,False
PA720100,Pradié,Aurélien,M.,APR,1986-03-14,PO840056,NI,Non inscrit,NI,#8D949A,,1,Lot,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/pradie-aurelien,17,False
PA720138,Saint-Paul,Laetitia,Mme,LSP,1981-01-21,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Maine-et-Loire,Officier de l'armée de Terre,https://www.hatvp.fr/pages_nominatives/saint-paul-laetitia,17,False
PA720146,Masséglia,Denis,M.,DMS,1981-04-11,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Maine-et-Loire,Ingénieur Arts et métiers,https://www.hatvp.fr/pages_nominatives/masseglia-denis,17,False
PA720154,Dubré-Chirat,Nicole,Mme,NDB,1951-12-18,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Maine-et-Loire,Retraitée de la fonction publique hospitalière et chargée de formation,https://www.hatvp.fr/pages_nominatives/dubre-chirat-nicole,17,False
PA720190,Sorre,Bertrand,M.,BSO,1965-05-08,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Manche,Enseignant 1er degré-directeur d'école (en disponibilité),https://www.hatvp.fr/pages_nominatives/sorre-bertrand,17,False
PA720230,Magnier,Lise,Mme,LMG,1984-12-31,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Marne,Cadre territorial,https://www.hatvp.fr/pages_nominatives/magnier-lise,17,False
PA720256,Bannier,Géraldine,Mme,GBA,1979-11-22,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Mayenne,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/bannier-geraldine,17,False
PA720334,Pahun,Jimmy,M.,JPA,1962-05-15,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Morbihan,Navigateur,https://www.hatvp.fr/pages_nominatives/pahun-jimmy,17,False
PA720342,Le Peih,Nicole,Mme,NPE,1959-09-28,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Morbihan,Agricultrice,https://www.hatvp.fr/pages_nominatives/le-peih-nicole,17,False
PA720354,Jacques,Jean-Michel,M.,JJA,1968-02-29,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Morbihan,Infirmier des forces spéciales,https://www.hatvp.fr/pages_nominatives/jacques-jean-michel,17,False
PA720362,Belhaddad,Belkhir,M.,BBL,1969-07-09,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Moselle,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/belhaddad-belkhir,17,False
PA720370,Mendes,Ludovic,M.,LME,1987-04-11,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Moselle,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/mendes-ludovic,17,False
PA720390,End,Jérôme,M.,JEN,1979-04-09,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Moselle,Chargé de mission et d'études,https://www.hatvp.fr/pages_nominatives/end-jerome-20268,17,False
PA720430,Bernalicis,Ugo,M.,UBE,1989-09-25,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Nord,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/bernalicis-ugo,17,False
PA720446,Liso,Brigitte,Mme,BLI,1959-07-29,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Nord,Commerçant,https://www.hatvp.fr/pages_nominatives/liso-brigitte,17,False
PA720468,Chenu,Sébastien,M.,SCE,1973-04-13,PO845401,RN,Rassemblement National,RN,#313567,,19,Nord,Conseiller en communication,https://www.hatvp.fr/pages_nominatives/chenu-sebastien,17,False
PA720480,Parmentier-Lecocq,Charlotte,Mme,CLE,1977-07-17,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,6,Nord,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/parmentier-lecocq-charlotte,17,False
PA720552,Rauch,Isabelle,Mme,IRA,1968-08-10,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Moselle,Consultante,https://www.hatvp.fr/pages_nominatives/rauch-isabelle-7394,17,False
PA720560,Goulet,Perrine,Mme,PGU,1978-03-19,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Nièvre,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/goulet-perrine,17,False
PA720614,Le Pen,Marine,Mme,MLP,1968-08-05,PO845401,RN,Rassemblement National,RN,#313567,,11,Pas-de-Calais,Avocate,https://www.hatvp.fr/pages_nominatives/le-pen-marine,17,False
PA720668,Blairy,Emmanuel,M.,EBLA,1986-03-14,PO845401,RN,Rassemblement National,RN,#313567,,1,Pas-de-Calais,Fonctionnaire territorial,https://www.hatvp.fr/pages_nominatives/blairy-emmanuel-23519,17,False
PA720720,Poueyto,Josy,Mme,JPE,1954-01-13,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Pyrénées-Atlantiques,Retraitée de la fonction publique (hors enseignement),https://www.hatvp.fr/pages_nominatives/poueyto-josy-7484,17,False
PA720728,Mattei,Jean-Paul,M.,JMT,1954-03-21,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Pyrénées-Atlantiques,Notaire,https://www.hatvp.fr/pages_nominatives/mattei-jean-paul,17,False
PA720822,Bilde,Bruno,M.,BBI,1976-09-22,PO845401,RN,Rassemblement National,RN,#313567,,12,Pas-de-Calais,Juriste,https://www.hatvp.fr/pages_nominatives/bilde-bruno,17,False
PA720838,Bourouaha,Soumya,Mme,SBH,1964-03-16,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,4,Seine-Saint-Denis,Professeure,https://www.hatvp.fr/pages_nominatives/bourouaha-soumya-24210,17,False
PA720846,Lachaud,Bastien,M.,BLA,1980-08-05,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Seine-Saint-Denis,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/lachaud-bastien,17,False
PA720892,Panot,Mathilde,Mme,MPA,1989-01-15,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Val-de-Marne,Coordinatrice de projets associatifs,https://www.hatvp.fr/pages_nominatives/panot-mathilde,17,False
PA720952,Taché,Aurélien,M.,ATA,1984-05-26,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Val-d'Oise,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/tache-aurelien,17,False
PA720960,Serva,Olivier,M.,OSE,1974-06-21,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Guadeloupe,Expert comptable,https://www.hatvp.fr/pages_nominatives/serva-olivier,17,False
PA720976,Mathiasin,Max,M.,MMT,1956-02-24,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Guadeloupe,Fonction publique territoriale,https://www.hatvp.fr/pages_nominatives/mathiasin-max,17,False
PA720992,William,Jiovanny,M.,JWI,1985-06-03,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Martinique,Profession libérale,https://www.hatvp.fr/pages_nominatives/william-jiovanny-20225,17,False
PA721004,Lakrafi,Amélia,Mme,ALK,1978-03-20,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Français établis hors de France,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/lakrafi-amelia,17,False
PA721024,Genetet,Anne,Mme,AGN,1963-04-20,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,11,Français établis hors de France,Médecin généraliste,https://www.hatvp.fr/pages_nominatives/genetet-anne,17,False
PA721062,Ratenon,Jean-Hugues,M.,JRA,1967-06-25,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Réunion,Employé (secteur privé),https://www.hatvp.fr/pages_nominatives/ratenon-jean-hugues,17,False
PA721110,Sanquer,Nicole,Mme,NSA,1972-06-16,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Polynésie Française,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/sanquer-nicole,17,False
PA721158,Anglade,Pieyre-Alexandre,M.,PAE,1986-11-02,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Français établis hors de France,Agent contractuel au Parlement européen,https://www.hatvp.fr/pages_nominatives/anglade-pieyre-alexandre,17,False
PA721182,Petit,Frédéric,M.,FPE,1961-02-10,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Français établis hors de France,Ingénieur,https://www.hatvp.fr/pages_nominatives/petit-frederic,17,False
PA721202,Coquerel,Éric,M.,ECO,1958-12-30,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Seine-Saint-Denis,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/coquerel-eric,17,False
PA721210,Corbière,Alexis,M.,ACO,1968-08-17,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,7,Seine-Saint-Denis,Professeur de lycée professionnel,https://www.hatvp.fr/pages_nominatives/corbiere-alexis,17,False
PA721234,Petit,Maud,Mme,MPT,1971-11-15,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Val-de-Marne,Chargée de ressources humaines,https://www.hatvp.fr/pages_nominatives/petit-maud,17,False
PA721270,Peu,Stéphane,M.,SPE,1962-07-24,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Seine-Saint-Denis,Employé,https://www.hatvp.fr/pages_nominatives/peu-stephane,17,False
PA721296,Gouffier Valente,Guillaume,M.,GGO,1986-02-01,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Val-de-Marne,Manager public,https://www.hatvp.fr/pages_nominatives/gouffier-valente-guillaume,17,False
PA721314,Schellenberger,Raphaël,M.,RSC,1990-02-14,PO840056,NI,Non inscrit,NI,#8D949A,,4,Haut-Rhin,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/schellenberger-raphael,17,False
PA721336,Brocard,Blandine,Mme,BBC,1981-11-03,PO845454,DEM,Les Démocrates,Dem,#F07E26,,5,Rhône,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/brocard-blandine,17,False
PA721410,Bonnivard,Émilie,Mme,EBN,1980-08-02,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Savoie,Cadre à la Caisse des Dépôts et Consignations,https://www.hatvp.fr/pages_nominatives/bonnivard-emilie,17,False
PA721426,Riotton,Véronique,Mme,VRI,1969-11-02,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Haute-Savoie,Consultante-Coach en Ressources Humaines,https://www.hatvp.fr/pages_nominatives/riotton-veronique,17,False
PA721458,Roseren,Xavier,M.,XRO,1970-01-12,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,6,Haute-Savoie,Commerçant,https://www.hatvp.fr/pages_nominatives/roseren-xavier,17,False
PA721474,Viry,Stéphane,M.,SVI,1969-10-14,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Vosges,Avocat,https://www.hatvp.fr/pages_nominatives/viry-stephane,17,False
PA721486,Naegelen,Christophe,M.,CNA,1983-12-30,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Vosges,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/naegelen-christophe,17,False
PA721584,Terlier,Jean,M.,JTR,1977-03-02,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Tarn,Avocat,https://www.hatvp.fr/pages_nominatives/terlier-jean,17,False
PA721612,Guillerm,Carole,Mme,CGUI,1987-01-08,PO845454,DEM,Les Démocrates,Dem,#F07E26,,12,Hauts-de-Seine,Conseillère ministérielle,https://www.hatvp.fr/pages_nominatives/guillerm-carole-24466,17,False
PA721632,Lemoine,Patricia,Mme,PLOM,1961-12-30,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Seine-et-Marne,retraitée,https://www.hatvp.fr/pages_nominatives/lemoine-patricia,17,False
PA721750,Calvez,Céline,Mme,CCA,1979-07-24,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Hauts-de-Seine,Consultante communication,https://www.hatvp.fr/pages_nominatives/calvez-celine,17,False
PA721764,Grégoire,Olivia,Mme,OGR,1978-09-30,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,12,Paris,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/gregoire-olivia,17,False
PA721816,Boucard,Ian,M.,IBO,1988-05-05,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Territoire de Belfort,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/boucard-ian,17,False
PA721844,Piron,Béatrice,Mme,BPI,1965-08-30,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Yvelines,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/piron-beatrice,17,False
PA721852,Lebec,Marie,Mme,MLE,1990-12-17,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Yvelines,Consultante en affaires publiques,https://www.hatvp.fr/pages_nominatives/lebec-marie,17,False
PA721896,Faucillon,Elsa,Mme,EFA,1981-08-06,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Hauts-de-Seine,Employée du secteur privé,https://www.hatvp.fr/pages_nominatives/faucillon-elsa,17,False
PA721908,Braun-Pivet,Yaël,Mme,YBR,1970-12-07,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Yvelines,Avocate,https://www.hatvp.fr/pages_nominatives/braun-pivet-yael,17,False
PA721916,Pouzyreff,Natalia,Mme,NPU,1961-02-18,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Yvelines,Ingénieure,https://www.hatvp.fr/pages_nominatives/pouzyreff-natalia,17,False
PA721932,Lorho,Marie-France,Mme,MLO,1964-12-15,PO845401,RN,Rassemblement National,RN,#313567,,4,Vaucluse,Déléguée médicale,https://www.hatvp.fr/pages_nominatives/lorho-marie-france,17,False
PA721960,Obono,Danièle,Mme,DOB,1980-07-12,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,17,Paris,Bibliothécaire,https://www.hatvp.fr/pages_nominatives/obono-daniele,17,False
PA721984,Latombe,Philippe,M.,PLA,1975-04-21,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Vendée,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/latombe-philippe,17,False
PA722000,Buchou,Stéphane,M.,SBU,1974-03-14,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Vendée,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/buchou-stephane,17,False
PA722070,Henriet,Pierre,M.,PHN,1991-11-26,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Vendée,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/henriet-pierre,17,False
PA722102,Vidal,Annie,Mme,AVD,1956-09-17,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Seine-Maritime,Retraitée de la fonction publique hospitalière,https://www.hatvp.fr/pages_nominatives/vidal-annie,17,False
PA722134,Fiévet,Jean-Marie,M.,JFI,1964-06-19,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Deux-Sèvres,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/fievet-jean-marie,17,False
PA722142,Ruffin,François,M.,FRU,1975-10-18,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Somme,Reporter,https://www.hatvp.fr/pages_nominatives/ruffin-francois,17,False
PA722150,Houlié,Sacha,M.,SHO,1988-10-08,PO840056,NI,Non inscrit,NI,#8D949A,,2,Vienne,Avocat,https://www.hatvp.fr/pages_nominatives/houlie-sacha,17,False
PA722162,Turquois,Nicolas,M.,NTU,1972-07-26,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Vienne,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/turquois-nicolas,17,False
PA722190,Attal,Gabriel,M.,GAT,1989-03-16,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Hauts-de-Seine,Consultant,https://www.hatvp.fr/pages_nominatives/attal-gabriel,17,False
PA722252,Rixain,Marie-Pierre,Mme,MRI,1977-01-18,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Essonne,Consultante en communication,https://www.hatvp.fr/pages_nominatives/rixain-marie-pierre,17,False
PA722284,Fuchs,Bruno,M.,BFU,1959-04-07,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Haut-Rhin,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/fuchs-bruno,17,False
PA722336,Thiébaut,Vincent,M.,VTH,1972-05-23,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Bas-Rhin,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/thiebaut-vincent,17,False
PA722358,Gassilloud,Thomas,M.,TGA,1981-05-21,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Rhône,Industriel - Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/gassilloud-thomas,17,False
PA722366,Fugit,Jean-Luc,M.,JFU,1969-11-27,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,11,Rhône,Professeur de faculté,https://www.hatvp.fr/pages_nominatives/fugit-jean-luc,17,False
PA722374,Isaac-Sibille,Cyrille,M.,CIS,1958-04-30,PO845454,DEM,Les Démocrates,Dem,#F07E26,,12,Rhône,Médecin,https://www.hatvp.fr/pages_nominatives/isaac-sibille-cyrille,17,False
PA722382,Dirx,Benjamin,M.,BDI,1979-01-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Saône-et-Loire,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/dirx-benjamin,17,False
PA722390,Corneloup,Josiane,Mme,JCR,1959-09-30,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Saône-et-Loire,Pharmacien,https://www.hatvp.fr/pages_nominatives/corneloup-josiane-2422,17,False
PA736201,Taillé-Polian,Sophie,Mme,STI,1974-10-04,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,11,Val-de-Marne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/taille-polian-sophie,17,False
PA757225,Seo,Mikaele,M.,MIO,1971-12-27,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Wallis-et-Futuna,Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/seo-mikaele-24245,17,False
PA759832,Pannier-Runacher,Agnès,Mme,APN,1974-06-19,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Pas-de-Calais,Dirigeante d'entreprise,https://www.hatvp.fr/pages_nominatives/pannier-runacher-agnes,17,False
PA774954,Blin,Anne-Laure,Mme,ABI,1983-06-12,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Maine-et-Loire,Juriste,https://www.hatvp.fr/pages_nominatives/blin-anne-laure-20484,17,False
PA774958,Leseul,Gérard,M.,GLE,1960-08-15,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Seine-Maritime,Cadre d'entreprise / enseignant universitaire,https://www.hatvp.fr/pages_nominatives/leseul-gerard-20487,17,False
PA774960,Santiago,Isabelle,Mme,ISA,1965-09-20,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Val-de-Marne,Cadre territorial,https://www.hatvp.fr/pages_nominatives/santiago-isabelle-8082,17,False
PA774962,Lebon,Karine,Mme,KLE,1985-06-09,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Réunion,Professeure des écoles,https://www.hatvp.fr/pages_nominatives/lebon-karine-20486,17,False
PA791812,Chikirou,Sophia,Mme,SCHI,1979-06-03,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Paris,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/chikirou-sophia-24207,17,False
PA791824,Legrain,Sarah,Mme,SLE,1985-11-17,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,16,Paris,Professeure de français,https://www.hatvp.fr/pages_nominatives/legrain-sarah-24203,17,False
PA793094,Ray,Nicolas,M.,NRA,1981-05-14,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Allier,Inspecteur principal des Finances publiques,https://www.hatvp.fr/pages_nominatives/ray-nicolas-24253,17,False
PA793102,Girard,Christian,M.,CGI,1952-05-07,PO845401,RN,Rassemblement National,RN,#313567,,1,Alpes-de-Haute-Provence,Ancien cadre,https://www.hatvp.fr/pages_nominatives/girard-christian-24287,17,False
