acteur_id,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique
PA841981,Rimbert,Catherine,PO845401,RN,Rassemblement National,RN,Mme,CRI,5,Vaucluse,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/rimbert-catherine-27416,#313567,
PA842001,Bigot,Guillaume,PO845401,RN,Rassemblement National,RN,M.,GBI,2,Territoire de Belfort,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/bigot-guillaume-27510,#313567,
PA842013,Gustave,Steevy,PO845439,ECOS,Écologiste et Social,EcoS,M.,SGU,3,Essonne,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/gustave-steevy-27433,#77AA79,
PA842029,Lejeune,Claire,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,CLJ,7,Essonne,"34 - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lejeune-claire-27477,#C00D0D,
PA842037,Cernon,Bérenger,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,BCE,8,Essonne,"(65) - Ouvrier qualifié de la manutention, du magasinage et du transport",https://www.hatvp.fr/pages_nominatives/cernon-berenger-27456,#C00D0D,
PA842045,Ozenne,Julie,PO845439,ECOS,Écologiste et Social,EcoS,Mme,JOZ,9,Essonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/ozenne-julie-27478,#77AA79,
PA842073,Dussausaye,Gaëtan,PO845401,RN,Rassemblement National,RN,M.,GDU,2,Vosges,(55) - Employé de commerce,https://www.hatvp.fr/pages_nominatives/dussausaye-gaetan-27500,#313567,
PA842085,Humbert,Sébastien,PO845401,RN,Rassemblement National,RN,M.,SHU,4,Vosges,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/humbert-sebastien-27437,#313567,
PA842097,Roy,Sophie-Laurence,PO845401,RN,Rassemblement National,RN,Mme,SRY,2,Yonne,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/roy-sophie-laurence-27419,#313567,
PA842105,Arnault,Raphaël,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,RAN,1,Vaucluse,(52) - Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/arnault-raphael-27446,#C00D0D,
PA842121,Tryzna,Nicolas,PO845425,DR,Droite Républicaine,DR,M.,NTR,7,Val-de-Marne,Formateur,https://www.hatvp.fr/pages_nominatives/tryzna-nicolas,#8CB0DC,
PA842125,Lam,Thomas,PO845470,HOR,Horizons & Indépendants,HOR,M.,TLM,2,Hauts-de-Seine,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/lam-thomas-27453,#B5E2F9,
PA842141,de Maistre,Élisabeth,PO845425,DR,Droite Républicaine,DR,Mme,EMAI,9,Hauts-de-Seine,Avocat,https://www.hatvp.fr/pages_nominatives/de-maistre-elisabeth-18590,#8CB0DC,
PA842147,Mongardien,Christophe,PO845407,EPR,Ensemble pour la République,EPR,M.,CMO,13,Hauts-de-Seine,Ingénieur - Responsable Support Technique Grands Comptes,https://www.hatvp.fr/pages_nominatives/mongardien-christophe-28142,#7B4591,
PA842155,Diouara,Aly,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,ADI,5,Seine-Saint-Denis,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/diouara-aly-27494,#C00D0D,
PA842183,Blanchard,Benoît,PO845470,HOR,Horizons & Indépendants,HOR,M.,BBLA,4,Val-d'Oise,Directeur d'un laboratoire de recherche,https://www.hatvp.fr/pages_nominatives/blanchard-benoit-29920,#B5E2F9,
PA842187,Cathala,Gabrielle,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,GCA,6,Val-d'Oise,Secrétaire générale de groupe parlementaire,https://www.hatvp.fr/pages_nominatives/cathala-gabrielle-27451,#C00D0D,
PA842195,Eskenazi,Romain,PO845419,SOC,Socialistes et apparentés,SOC,M.,RES,7,Val-d'Oise,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/eskenazi-romain-10822,#F5B4CE,
PA842211,Bellay,Béatrice,PO845419,SOC,Socialistes et apparentés,SOC,Mme,BBY,3,Martinique,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bellay-beatrice-27470,#F5B4CE,
PA842227,Rivière,Joseph,PO845401,RN,Rassemblement National,RN,M.,JRI,3,Réunion,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/riviere-joseph-27417,#313567,
PA842255,Sicard,Anne,PO845401,RN,Rassemblement National,RN,Mme,ASC,1,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/sicard-anne-27447,#313567,
PA842263,Hadizadeh,Ayda,PO845419,SOC,Socialistes et apparentés,SOC,Mme,AHA,2,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/hadizadeh-ayda-27435,#F5B4CE,
PA842271,Maurel,Emmanuel,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,M.,EMA,3,Val-d'Oise,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/maurel-emmanuel,#830E21,
PA842279,Bamana,Anchya,PO845401,RN,Rassemblement National,RN,Mme,ABA,2,Mayotte,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bamana-anchya-27450,#313567,
PA842299,Tjibaou,Emmanuel,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,M.,ETJ,2,Nouvelle-Calédonie,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tjibaou-emmanuel-27467,#830E21,
PA842311,Caure,Vincent,PO845407,EPR,Ensemble pour la République,EPR,M.,VCA,3,Français établis hors de France,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/caure-vincent-14398,#7B4591,
PA857021,Latrèche,Alim,PO845407,EPR,Ensemble pour la République,EPR,M.,ALAT,1,Isère,Ingénieur-Cadre,https://www.hatvp.fr/pages_nominatives/latreche-alim-30276,#7B4591,
PA870009,Duparay,Lionel,PO845425,DR,Droite Républicaine,DR,M.,LDUP,5,Saône-et-Loire,Ingénieur,https://www.hatvp.fr/pages_nominatives/duparay-lionel-3420,#8CB0DC,
PA878242,Valentin,Antoine,PO872880,UDDPLR,Union des droites pour la République,UDR,M.,AVAL,3,Haute-Savoie,chef d'entreprise,https://www.hatvp.fr/pages_nominatives/valentin-antoine-30153,#3367A7,
PA879389,Lubet,Marie-Philippe,PO845407,EPR,Ensemble pour la République,EPR,Mme,MPLU,1,Loiret,Retraitée,https://www.hatvp.fr/pages_nominatives/lubet-marie-philippe-20471,#7B4591,
PA942,de Courson,Charles,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,CDC,5,Marne,Conseiller référendaire honoraire à la Cour des comptes,https://www.hatvp.fr/pages_nominatives/de-courson-charles,#FFD96F,
